,data1,data2,data3,data4,data5,data6,data7,data8,label
77,-3962754,-8185153,-4440920,-7918458,-8383757,-5072242,-5626591,-8103694,1
78,-3896144,-1299922,-4308236,-1705112,-703391,-4526690,-4103826,-8090124,1
79,-3893030,998115,-4206352,1011720,1004931,-2770112,-2583467,-8126527,1
80,-3924606,-2668111,-4254014,-2208832,-3059998,-2777502,-3083940,-8143158,1
81,-3962317,-8185564,-4440998,-7918982,-8383946,-5073332,-5627514,-8103459,1
82,-3934587,-7030585,-4466009,-7271216,-6585729,-6206519,-6191591,-8066457,1
83,-3895832,-1299910,-4308436,-1705873,-703604,-4527536,-4104149,-8089989,1
84,-3892540,998083,-4206379,1011526,1004889,-2770380,-2583742,-8126193,1
85,-3924126,-2666710,-4254007,-2207518,-3058656,-2777154,-3083511,-8142852,1
86,-3961968,-8185159,-4441119,-7918577,-8383762,-5072701,-5627115,-8103310,1
87,-3934246,-7031166,-4466191,-7271687,-6586633,-6206496,-6191846,-8066292,1
88,-3895329,-1299415,-4308431,-1705172,-703635,-4526597,-4104259,-8089645,1
89,-3892045,997289,-4206358,1010895,1004064,-2769404,-2583957,-8125852,1
90,-3923776,-2669198,-4254168,-2210121,-3060543,-2777341,-3084592,-8142664,1
91,-3961526,-8185681,-4441202,-7919107,-8383969,-5072714,-5628124,-8103063,1
92,-3933663,-7030161,-4466112,-7270504,-6585741,-6205404,-6191951,-8065917,1
93,-3894725,-1299086,-4308305,-1704074,-704169,-4525886,-4103703,-8089230,1
94,-3891470,996449,-4206236,1010693,1002949,-2768949,-2583470,-8125468,1
95,-3923116,-2669917,-4253978,-2209794,-3061349,-2777014,-3084082,-8142194,1
96,-3960989,-8185169,-4441141,-7918441,-8383566,-5072864,-5627250,-8102737,1
97,-3933221,-7031030,-4466195,-7271224,-6586674,-6206591,-6192006,-8065659,1
98,-3894352,-1300759,-4308451,-1705660,-704788,-4526854,-4104109,-8089039,1
99,-3891069,995403,-4206307,1009481,1002059,-2769239,-2583334,-8125264,1
100,-3922728,-2672841,-4254115,-2213408,-3064054,-2777889,-3085014,-8141979,1
101,-3960433,-8185925,-4441139,-7919546,-8383927,-5074057,-5628286,-8102367,1
102,-3932666,-7029057,-4466109,-7269399,-6584684,-6206683,-6191385,-8065342,1
103,-3893865,-1300079,-4308394,-1704984,-705079,-4526587,-4103320,-8088780,1
104,-3890577,994278,-4206247,1008569,1000575,-2769117,-2582874,-8124987,1
105,-3922239,-2675574,-4254116,-2215739,-3067002,-2778547,-3085422,-8141692,1
106,-3960031,-8186422,-4441256,-7919816,-8384371,-5074466,-5628597,-8102169,1
107,-3932245,-7029864,-4466236,-7270251,-6585592,-6207200,-6191764,-8065118,1
108,-3893304,-1302371,-4308371,-1707125,-706629,-4527177,-4103498,-8088408,1
109,-3889984,993498,-4206147,1007576,1000066,-2768629,-2582481,-8124602,1
110,-3921683,-2677099,-4254076,-2217652,-3068642,-2778211,-3085496,-8141327,1
111,-3959349,-8187532,-4441143,-7921151,-8385347,-5075150,-5628881,-8101679,1
112,-3931653,-7028844,-4466159,-7269141,-6584502,-6206777,-6191306,-8064755,1
113,-3892826,-1301942,-4308379,-1706676,-706457,-4525951,-4103247,-8088155,1
114,-3889531,992663,-4206146,1006682,999249,-2767634,-2582015,-8124399,1
115,-3921271,-2680380,-4254166,-2221080,-3071676,-2778325,-3086364,-8141167,1
116,-3959066,-8188712,-4441412,-7922473,-8386305,-5075654,-5630569,-8101654,1
117,-3931420,-7028310,-4466431,-7269040,-6584126,-6206687,-6192002,-8064786,1
118,-3889192,992499,-4206264,1006600,998834,-2767892,-2581293,-8124347,1
119,-3920927,-2682401,-4254325,-2222369,-3074137,-2779176,-3086452,-8141086,1
120,-3958599,-8190055,-4441500,-7923679,-8387537,-5076922,-5631113,-8101439,1
121,-3930787,-7026959,-4466296,-7267601,-6583132,-6206759,-6191292,-8064444,1
